"1LB79UT#ABA","https://www.cdw.com/shop/products/HP-SB-840-G4-I7-7600U-256GB-8GB-W10P/4815663.aspx?pfm=srh","HP SB 840 G4 I7-7600U 256GB 8GB W10P","HP Inc","4815663","Core i7 7600U / 2.8 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD SEDTCG Opal Encryption 2TLC14"" TN 1920 x 1080 (Full HD)","$1,633.99","$1,159.99","https://webobjects2.cdw.com/is/image/CDW/4500404?$product-main$","1LB79UT#ABA.jpg","9.3 in","0.7 in","3.26 lbs","13.3 in"
"20EQS10V00-MC00038603","https://www.cdw.com/shop/products/P50-Laptop-ThinkPad/4811026.aspx?pfm=srh","P50 Laptop (ThinkPad)","Lenovo","4811026","null","$3,474.99","$1,277.99","https://webobjects2.cdw.com/is/image/CDW/4033628?$product-main$","20EQS10V00-MC00038603.jpg","null","null","null","null"
"20FH001TUS","https://www.cdw.com/shop/products/LVO-TP-T560-I7-6600U-256GB-8GB-W10D/4816241.aspx?pfm=srh","LVO TP T560 I7-6600U 256GB 8GB W10D","Lenovo","4816241","UltrabookCore i7 6600U / 2.6 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)8 GB RAM256 GB SSD TCG Opal Encryption 215.6"" IPS 1920 x 1080 (Full HD)","$1,597.99","$1,126.00","https://webobjects2.cdw.com/is/image/CDW/3980370?$product-main$","20FH001TUS.jpg","10.2 in","0.9 in","4.89 lbs","15 in"
"ZA260016US","https://www.cdw.com/shop/products/LVO-N23-YOGA-32GB-4GB-TOUCH-CHROME/4796207.aspx?pfm=srh","LVO N23 YOGA 32GB 4GB TOUCH CHROME (","Lenovo","4796207","Flip designMT8173cChrome OS4 GB RAM32 GB eMMC11.6"" IPS touchscreen 1366 x 768 (HD)Wi-Fi","$283.99","$178.99","https://webobjects2.cdw.com/is/image/CDW/4474535?$product-main$","ZA260016US.jpg","null","0.8 in","2.98 lbs","null"
"ZA260016US","https://www.cdw.com/shop/products/LVO-N23-YOGA-32GB-4GB-TOUCH-CHROME/4807006.aspx?pfm=srh","LVO N23 YOGA 32GB 4GB TOUCH CHROME (","Lenovo","4807006","Flip designMT8173cChrome OS4 GB RAM32 GB eMMC11.6"" IPS touchscreen 1366 x 768 (HD)Wi-Fi","$283.99","$178.99","https://webobjects2.cdw.com/is/image/CDW/4474535?$product-main$","ZA260016US.jpg","null","0.8 in","2.98 lbs","null"
"3000001111127","https://www.cdw.com/shop/products/HPG-LAT-E7470-I5-180GB-8GB-LIFEPOINT/4834261.aspx?pfm=srh","HPG LAT E7470 I5 180GB 8GB-LIFEPOINT","Dell","4834261","Ultrabook14"" DisplayIntel Dual Core i5-6300U/2.4 GHz8GB DDR4 SDRAM180 GB SSDFingerprint ReaderBacklit Keyboard","Call","$701.99","https://webobjects2.cdw.com/is/image/CDW/3987573?$product-main$","3000001111127.jpg","null","null","3.32 lbs","null"
"6TDJT","https://www.cdw.com/shop/products/DELL-XPS-13-I7-7500U-256GB-8GB-W10P/4775962.aspx?pfm=srh","DELL XPS 13 I7-7500U 256GB 8GB W10P","Dell","4775962","Core i7 7500U / 2.7 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD13.3"" touchscreen 3200 x 1800 (QHD+)HD Graphics 620Wi-Fi","Call","$1,001.99","https://webobjects2.cdw.com/is/image/CDW/4473890?$product-main$","6TDJT.jpg","7.9 in","0.6 in","2.84 lbs","12 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4816822.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4816822","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"CHROMEBOX-M004U","https://www.cdw.com/shop/products/ASUS-CHROMEBOX-M004U-16GB-2GB-BSTK/4838534.aspx?pfm=srh","ASUS CHROMEBOX-M004U 16GB 2GB (BSTK)","Asus","4838534","USFFIntel Celeron 2955U 1.4 GHz Dual-core Processor1600 MHz 2 GB DDR3 SDRAM16 GB SSDIntel HD GraphicsChrome OSGigE","$163.99","$142.99","https://webobjects2.cdw.com/is/image/CDW/3290597?$product-main$","CHROMEBOX-M004U.jpg","4.9 in","1.6 in","21.16 oz","4.9 in"
"W0S39UT#ABA","https://www.cdw.com/shop/products/HP-SB-FOLIO-G1-M7-6Y75-240GB-8GB-BS/4785352.aspx?pfm=srh","HP SB FOLIO G1 M7-6Y75 240GB 8GB (BS","HP Inc","4785352","Core m7 6Y75 / 1.2 GHzWin 10 Pro 64-bit8 GB RAM240 GB SSD12.5"" IPS touchscreen 1920 x 1080 (Full HD)HD Graphics 515Wi-Fi","$1,607.99","$836.99","https://webobjects2.cdw.com/is/image/CDW/4133229?$product-main$","W0S39UT#ABA.jpg","8.2 in","0.5 in","2.36 lbs","11.5 in"
