"P5Q58AA#ABA","https://www.cdw.com/shop/products/HP-ZBOOK-150W-THUNDERBOLT-3-DOCK-BS/4791363.aspx?pfm=srh","HP ZBOOK 150W THUNDERBOLT-3 DOCK (BS","HP Inc","4791363","Docking station150 WattUSfor ZBook 15 G3 Mobile WorkstationStudio G3 Mobile Workstation","$319.99","$182.99","https://webobjects2.cdw.com/is/image/CDW/3935324?$product-main$","P5Q58AA#ABA.jpg","2.2 in","0.6 in","8.01 oz","9.1 in"
"0B47381","https://www.cdw.com/shop/products/LVO-8GB-DDR3L-1600MHZ-SODIMM-BSTK/4846277.aspx?pfm=srh","LVO 8GB DDR3L-1600MHZ SODIMM (BSTK)","Lenovo","4846277","DDR3L8 GBSO-DIMM 204-pin1600 MHz / PC3-128001.35 Vunbufferednon-ECC","$136.99","$114.99","https://webobjects2.cdw.com/is/image/CDW/3080343?$product-main$","0B47381.jpg","null","1.18","null","null"
"40A00090US","https://www.cdw.com/shop/products/LVO-TP-BASIC-DOCK-90W-BSTK/4802150.aspx?pfm=srh","LVO TP BASIC DOCK 90W (BSTK)","Lenovo","4802150","Port replicator90 Wattfor ThinkPad L460; L470; L560; L570; P50; P51; T460; T470; T560; T570; W550; X250; X260; X270","$179.99","$102.99","https://webobjects2.cdw.com/is/image/CDW/3142786?$product-main$","40A00090US.jpg","6.4 in","2.2 in","28.92 oz","13.6 in"
"4X70K09921","https://www.cdw.com/shop/products/LVO-8GB-DDR4-2133MHZ-NON-ECC-UDIMM/4845858.aspx?pfm=srh","LVO 8GB DDR4 2133MHZ NON-ECC UDIMM (","Lenovo","4845858","DDR48 GBDIMM 288-pin2133 MHz / PC4-170001.2 Vunbufferednon-ECC","$118.99","$101.99","https://webobjects2.cdw.com/is/image/CDW/3912766?$product-main$","4X70K09921.jpg","null","1.19","null","null"
"B2B151TT","https://www.cdw.com/shop/products/BELKIN-THUNDERBOLT-3-DOCK-BSTK/4817219.aspx?pfm=srh","BELKIN THUNDERBOLT 3 DOCK (BSTK)","Belkin","4817219","0.5m (1.64FT)Gigabit EthernetAudio Out3x USB-A 3.02x Thunderbolt 3 (USB-C)DisplayPortPower","$329.00","$219.99","https://webobjects2.cdw.com/is/image/CDW/4671585?$product-main$","B2B151TT.jpg","null","null","null","null"
"726719-B21","https://www.cdw.com/shop/products/HP-16GB-2RX4-PC4-2133P-R-KIT-BSTK/4845835.aspx?pfm=srh","HP 16GB 2RX4 PC4-2133P-R KIT (BSTK)","Hewlett Packard Enterpris","4845835","DDR416 GBDIMM 288-pin2133 MHz / PC4-17000CL151.2 Vregistered","$488.99","$379.99","https://webobjects2.cdw.com/is/image/CDW/3465465?$product-main$","726719-B21.jpg","null","null","null","null"
"0A36227","https://www.cdw.com/shop/products/LVO-THINKPAD-170W-AC-ADAPTER-BSTK/4740628.aspx?pfm=srh","LVO THINKPAD 170W AC ADAPTER (BSTK)","Lenovo","4740628","Power adapterAC 100-240 V170 Wattfor ThinkPad W520; W530","$119.99","$32.99","https://webobjects2.cdw.com/is/image/CDW/2348940?$product-main$","0A36227.jpg","6.7 in","1.4 in","1.7 lbs","3.1 in"
"F5L192TTBLK","https://www.cdw.com/shop/products/BELKIN-KEYBOARD-W-CASE-ULTIMATE-IPAD/4769958.aspx?pfm=srh","BELKIN KEYBOARD W/CASE ULTIMATE IPAD","Belkin","4769958","Keyboard and folio caseBluetoothblack keyboardblack casefor Apple 9.7-inch iPad Pro; iPad Air 2","$93.99","$31.99","https://webobjects2.cdw.com/is/image/CDW/4221976?$product-main$","F5L192TTBLK.jpg","null","null","null","null"
"726718-B21","https://www.cdw.com/shop/products/HP-8GB-1RX4-PC4-2133P-R-KIT-BSTK/4846289.aspx?pfm=srh","HP 8GB 1RX4 PC4-2133P-R KIT (BSTK)","Hewlett Packard Enterpris","4846289","DDR48 GBDIMM 288-pin2133 MHz / PC4-17000CL151.2 Vregistered","$297.99","$228.99","https://webobjects2.cdw.com/is/image/CDW/3465463?$product-main$","726718-B21.jpg","null","null","null","null"
"40A10090US","https://www.cdw.com/shop/products/LVO-TP-PRO-DOCK-90W-BSTK/4856092.aspx?pfm=srh","LVO TP PRO DOCK 90W (BSTK)","Lenovo","4856092","Port replicator90 Wattfor ThinkPad L540; L560; P50s; T540 (2 cores); T550; T560; W550s; X250","$225.99","$199.99","https://webobjects2.cdw.com/is/image/CDW/3118462?$product-main$","40A10090US.jpg","6.4 in","2.2 in","32.1 oz","13.6 in"
