"V423","https://www.cdw.com/shop/products/NEC-42in-LED-LCD-DISPLAY-V423-BSTK/4800734.aspx?pfm=srh","NEC 42"" LED LCD DISPLAY V423 (BSTK)","NEC","4800734","42"" ClassV Series LED display1080p (Full HD) 1920 x 1080edge-lit","$829.00","$457.99","https://webobjects2.cdw.com/is/image/CDW/2972300?$product-main$","V423.jpg","2.7 in","22.3 in","37 lbs","38.3 in"
"CBA-U08-C15ZAR","https://www.cdw.com/shop/products/ZEBRA-15FT-USB-PWR-PLUS-COIL-CAB-BS/4844522.aspx?pfm=srh","ZEBRA 15FT USB PWR PLUS COIL CAB (BS","Zebra","4844522","USB cable15 ftcoiledfor Symbol LS3408LS3478LS9208; Cyclone M2007; Digital Scanner DS 66XXDS3478","$78.99","$59.99","https://webobjects2.cdw.com/is/image/CDW/1461984?$product-main$","CBA-U08-C15ZAR.jpg","null","null","null","null"
"203194-01","https://www.cdw.com/shop/products/PLANTRONICS-ENCOREPRO-HW540D-BSTK/4790412.aspx?pfm=srh","PLANTRONICS ENCOREPRO HW540D (BSTK)","Plantronics","4790412","Headseton-earconvertible","$96.99","$35.99","https://webobjects2.cdw.com/is/image/CDW/4292891?$product-main$","203194-01.jpg","null","null","null","null"
"LS2208-7AZR0100DR","https://www.cdw.com/shop/products/ZEBRA-LS2208-1D-SER-KIT-BLK-BSTK/4747287.aspx?pfm=srh","ZEBRA LS2208 1D SER KIT BLK (BSTK)","Zebra","4747287","Barcode ScannerHandheld100 Scan/SecDecodedRS-232","$115.80","$35.99","https://webobjects2.cdw.com/is/image/CDW/1214214?$product-main$","LS2208-7AZR0100DR.jpg","3.3 in","6 in","5.15 oz","2.5 in"
"2200-16200-001","https://www.cdw.com/shop/products/POLYCOM-SOUNDSTATION2-EXPANDABLE-BS/4823981.aspx?pfm=srh","POLYCOM SOUNDSTATION2 EXPANDABLE (BS","Polycom","4823981","Conference phone with caller ID","$595.99","$325.99","https://webobjects2.cdw.com/is/image/CDW/726771?$product-main$","2200-16200-001.jpg","14.5 in","2.5 in","1.8 lbs","12.2 in"
"34UB88-P","https://www.cdw.com/shop/products/LG-34UB88-P-34IN-34X14-LED-LCD-MON/4823371.aspx?pfm=srh","LG 34UB88-P 34IN 34X14 LED LCD MON (","LG","4823371","21:9LED monitor34""3440 x 1440IPS300 cd/m²1000:1","$599.99","$418.99","https://webobjects2.cdw.com/is/image/CDW/4300157?$product-main$","34UB88-P.jpg","1.9 in","15 in","13.9 lbs","32.7 in"
"0644-001","https://www.cdw.com/shop/products/AXIS-Q1765-LE-OUTDOOR-FIXED-PT-MOUNT/4795302.aspx?pfm=srh","AXIS Q1765-LE OUTDOOR FIXED PT MOUNT","AXIS Communications","4795302","Network surveillance cameraoutdoorcolor (Day&Night)1920 x 1080vari-focalaudioLAN 10/100","$1,612.99","$754.99","https://webobjects2.cdw.com/is/image/CDW/3527770?$product-main$","0644-001.jpg","12.2 in","4.1 in","3.31 lbs","4.4 in"
"32LV340C","https://www.cdw.com/shop/products/LG-32IN-1366X768-LED-LCD-TV-HDMI-USB/4801006.aspx?pfm=srh","LG 32IN 1366X768 LED LCD TV HDMI USB","LG","4801006","32"" Class (31.5"" viewable)LV340C series LED TVdigital signage / hospitality720pdirect-lit LED","$313.00","$177.99","https://webobjects2.cdw.com/is/image/CDW/4536607?$product-main$","32LV340C.jpg","6.6 in","18.6 in","10.8 lbs","29.1 in"
"61ABMAR1US","https://www.cdw.com/shop/products/LVO-T23I-10-23IN-FHD-MON-VGA-HDMI-DP/4854471.aspx?pfm=srh","LVO T23I-10 23IN FHD MON VGA HDMI DP","Lenovo","4854471","LED monitor23"" (23"" viewable)1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:14 ms","$216.99","$189.99","https://webobjects2.cdw.com/is/image/CDW/4547268?$product-main$","61ABMAR1US.jpg","10.4 in","17.6 in","7.16 lbs","20.6 in"
"3000013896302","https://www.cdw.com/shop/products/Wyse-7020-thin-client-CTO/4762884.aspx?pfm=srh","Wyse 7020 thin client, CTO","Wyse CTO","4762884","null","Call","$238.99","https://webobjects2.cdw.com/is/image/CDW/4625345?$product-main$","3000013896302.jpg","null","null","null","null"
"E65-E1","https://www.cdw.com/shop/products/VIZIO-E-SERIES-65IN-UHD-LED-SMART-B/4848384.aspx?pfm=srh","VIZIO E-SERIES 65IN UHD LED SMART (B","Vizio","4848384","65"" Class (64.5"" viewable)E Series LED displaySmartCast4K UHD (2160p) 3840 x 2160full arraylocal dimming","$959.99","$791.99","https://webobjects2.cdw.com/is/image/CDW/4445640?$product-main$","E65-E1.jpg","11.3 in","35.8 in","52.9 lbs","57.7 in"
"3000013140210","https://www.cdw.com/shop/products/Dell-Latitude-3189/4751074.aspx?pfm=srh","Dell Latitude 3189","Dell","4751074","null","$929.99","$258.99","https://webobjects2.cdw.com/is/image/CDW/4587270?$product-main$","3000013140210.jpg","null","null","null","null"
"60E3GAR1US","https://www.cdw.com/shop/products/LVO-THINKVISION-P27-27in-UHD-IPS-BST/4818820.aspx?pfm=srh","LVO THINKVISION P27 27"" UHD IPS (BST","Lenovo","4818820","LED monitor27"" (27"" viewable)3840 x 2160 4KIPS300 cd/m²1300:16 ms","$585.99","$399.99","https://webobjects2.cdw.com/is/image/CDW/4051749?$product-main$","60E3GAR1US.jpg","11.8 in","18.6 in","15.12 lbs","24.2 in"
"SL22-023302-H-K6","https://www.cdw.com/shop/products/HONEYWELL-CAPTUVO-HEALTHCARE-SLED-B/4771307.aspx?pfm=srh","HONEYWELL CAPTUVO HEALTHCARE SLED (B","Honeywell","4771307","null","$1,165.00","$293.99","https://webobjects2.cdw.com/is/image/CDW/4512915?$product-main$","SL22-023302-H-K6.jpg","null","null","null","null"
"APXN-Q5420","https://www.cdw.com/shop/products/B-B-DB-801.11-ABGN-2.4-5G-WRLS-AP-B/4846187.aspx?pfm=srh","B+B DB 801.11 ABGN 2.4/5G WRLS AP (B","IMC Networks","4846187","Wireless access point802.11a/b/g/nDual BandDC powerpanel-mountable","$339.00","$313.99","https://webobjects2.cdw.com/is/image/CDW/4323198?$product-main$","APXN-Q5420.jpg","4.7 in","1.1 in","null","4.7 in"
"87680-01","https://www.cdw.com/shop/products/PLANTRONICS-VOYAGER-LEGEND-UC-B235-M/4846799.aspx?pfm=srh","PLANTRONICS VOYAGER LEGEND UC B235-M","Plantronics","4846799","Headsetin-earover-the-ear mountBluetoothwireless","$162.99","$114.99","https://webobjects2.cdw.com/is/image/CDW/2909348?$product-main$","87680-01.jpg","null","null","0.63 oz","null"
"92715-01","https://www.cdw.com/shop/products/PLANTRONICS-SSP2715-01-DUAL-HEADSET/4810153.aspx?pfm=srh","PLANTRONICS SSP2715-01 DUAL HEADSET","Plantronics","4810153","Headseton-earblackBTO (pack of 2)","$139.99","$64.99","https://webobjects2.cdw.com/is/image/CDW/3050630?$product-main$","92715-01.jpg","null","null","2.36 oz","null"
"726736-B21","https://www.cdw.com/shop/products/HP-SMART-ARRAY-P440AR-2G-CONTROLLER/4856095.aspx?pfm=srh","HP SMART ARRAY P440AR/2G CONTROLLER","Hewlett Packard Enterpris","4856095","Storage controller (RAID)26 ChannelSATA 6Gb/s / SAS 12Gb/s1.2 GBpsRAID 015","$509.99","$425.99","https://webobjects2.cdw.com/is/image/CDW/3465468?$product-main$","726736-B21.jpg","4.1 in","5.3 in","15.87 oz","1.2 in"
