"3000013140210","https://www.cdw.com/shop/products/Dell-Latitude-3189/4752376.aspx?pfm=srh","Dell Latitude 3189","Dell","4752376","null","$929.99","$258.99","https://webobjects2.cdw.com/is/image/CDW/4587270?$product-main$","3000013140210.jpg","null","null","null","null"
"HG271TT","https://www.cdw.com/shop/products/HP-SB-BARCODE-PRINTING-SOLUTION-BST/4845956.aspx?pfm=srh","HP SB BARCODE PRINTING SOLUTION (BST","HP Inc","4845956","ROM (fonts)HP BarCodes & MoreHP Scalable BarCode Font Setfor LaserJet Enterprise 500 M551600 M601600 M602600 M603","$492.99","$411.99","https://webobjects2.cdw.com/is/image/CDW/2730483?$product-main$","HG271TT.jpg","null","null","null","null"
"J9853A#ABA","https://www.cdw.com/shop/products/ARUBA-2530-48G-POE-2SFP-BSTK/4851052.aspx?pfm=srh","ARUBA 2530 48G POE+ 2SFP+ (BSTK)","Aruba","4851052","Switchmanaged48 x 10/100/1000 (PoE+) + 2 x 10 Gigabit Ethernet / 1 Gigabit Ethernet SFP+desktoprack-mountablewall-mountable","$3,091.99","$2,431.99","https://webobjects2.cdw.com/is/image/CDW/4361371?$product-main$","J9853A#ABA.jpg","12.7 in","1.8 in","10.41 lbs","17.4 in"
"ST2000NM0135","https://www.cdw.com/shop/products/SEAGATE-2TB-7.2K-SAS-12G-3.5IN-HDD/4838357.aspx?pfm=srh","SEAGATE 2TB 7.2K SAS 12G 3.5IN HDD (","Seagate","4838357","Hard drive2 TBinternal3.5""SAS 12Gb/s7200 rpmbuffer: 128 MB","$164.99","$134.99","https://webobjects2.cdw.com/is/image/CDW/4460155?$product-main$","ST2000NM0135.jpg","5.8 in","1 in","21.51 oz","4 in"
"G8R65A8#ABA","https://www.cdw.com/shop/products/HP-SB-S140U-14IN-LED-MONITOR-BSTK/4855237.aspx?pfm=srh","HP SB S140U 14IN LED MONITOR (BSTK)","HP Inc","4855237","LED monitor14""portable1600 x 900TN200 cd/m²400:1","$149.99","$131.99","https://webobjects2.cdw.com/is/image/CDW/3450231?$product-main$","G8R65A8#ABA.jpg","0.6 in","8.7 in","3.3 lbs","13.6 in"
"DS6707-SRBU0100ZR","https://www.cdw.com/shop/products/ZEBRA-DS6707-2D-SR-USB-KIT-BLK-BSTK/4802217.aspx?pfm=srh","ZEBRA DS6707 2D SR USB KIT BLK (BSTK","Zebra","4802217","Barcode ScannerHandheldDecodedUSBGeneral PurposeBar Width: 5 mil","$299.52","$169.99","https://webobjects2.cdw.com/is/image/CDW/1243812?$product-main$","DS6707-SRBU0100ZR.jpg","4.7 in","6.5 in","6.42 oz","5 mil"
"3000009386790","https://www.cdw.com/shop/products/DELL-RADEON-R5-240-1GB-BSTK/4818457.aspx?pfm=srh","DELL RADEON R5 240 1GB (BSTK)","Dell","4818457","Graphics cardRadeon R7 2401GB DDR3PCIe 3.0 low profileDVID-SubHDMI","$57.99","$35.99","https://webobjects2.cdw.com/is/image/CDW/3437809?$product-main$","3000009386790.jpg","null","null","null","null"
"MR-L7LQN-BC","https://www.cdw.com/shop/products/QUANTUM-LTO-ULTRIUM-7-20PK-6TB-STOR/4842487.aspx?pfm=srh","QUANTUM LTO ULTRIUM 7 20PK 6TB STOR","Quantum","4842487","20 x LTO Ultrium 76 TB / 15 TBbar code labeledpurplelibrary pack","$2,354.99","$1,482.99","https://webobjects2.cdw.com/is/image/CDW/3936475?$product-main$","MR-L7LQN-BC.jpg","null","null","null","null"
"39443911","https://www.cdw.com/shop/products/STAR-TSP847IIU-24-GRY-THERMAL-PRINT/4833100.aspx?pfm=srh","STAR TSP847IIU 24 GRY THERMAL PRINT","Star Micronics","4833100","Receipt printertwo-color (monochrome)thermal paperRoll (4.4 in)203 dpiup to 425.2 inch/minUSB","$446.99","$306.99","https://webobjects2.cdw.com/is/image/CDW/3169118?$product-main$","39443911.jpg","8.4 in","5.8 in","3.75 lbs","4.09 in"
"3000000765289","https://www.cdw.com/shop/products/HPG-DELL-P2217H-PRO-22-MONITOR-BSTK/4833858.aspx?pfm=srh","HPG DELL P2217H PRO 22 MONITOR (BSTK","Dell","4833858","LED monitor22""1920 x 1080IPS250 cd/m21000:16 ms","Call","$107.99","https://webobjects2.cdw.com/is/image/CDW/4138020?$product-main$","3000000765289.jpg","null","Image Aspect Ratio:","null","null"
