"ST2000NM0045","https://www.cdw.com/shop/products/SEAGATE-2TB-7.2K-SAS-3.5IN-HDD-BSTK/4839638.aspx?pfm=srh","SEAGATE 2TB 7.2K SAS 3.5IN HDD (BSTK","Seagate","4839638","Hard drive2 TBinternal3.5""SAS 12Gb/s7200 rpmbuffer: 128 MB","$164.99","$134.99","https://webobjects2.cdw.com/is/image/CDW/4289823?$product-main$","ST2000NM0045.jpg","5.8 in","1 in","21.51 oz","4 in"
"GK42-202210-000","https://www.cdw.com/shop/products/ZEBRA-GK420D-DT-203-USB-ENET-BSTK/4843924.aspx?pfm=srh","ZEBRA GK420D DT 203 USB ENET (BSTK)","Zebra","4843924","Label printerthermal paperRoll (4.25 in)203 dpiup to 300 inch/minUSBLAN","$446.40","$391.99","https://webobjects2.cdw.com/is/image/CDW/2442507?$product-main$","GK42-202210-000.jpg","8.2 in","6 in","3.09 lbs","4.09 in"
"XDM6440-U","https://www.cdw.com/shop/products/XEROX-XDM6440-U-DOCUMATE-60PPM-SCAN/4842526.aspx?pfm=srh","XEROX XDM6440-U DOCUMATE 60PPM SCAN","Visioneer","4842526","Document scannerDuplex8.5 in x 118 in600 dpiup to 60 ppm (mono) / up to 60 ppm (color)ADF (80 sheets)up to 6000 scans per day","$504.99","$409.99","https://webobjects2.cdw.com/is/image/CDW/4269705?$product-main$","XDM6440-U.jpg","7.5 in","6.6 in","9.26 lbs","12.4 in"
"R7000-100PAS","https://www.cdw.com/shop/products/NETGEAR-NIGHTHAWK-WIFI-ROUTER-BSTK/4843148.aspx?pfm=srh","NETGEAR NIGHTHAWK WIFI ROUTER (BSTK)","NETGEAR","4843148","AC2600 WiFi/800+1733 Mbps speedsX4 Architecture for more high-fidelity streams160MHz,MU-MIMO,and Quad-Stream technologyPowered by 1.7GHz dual core processorNetwork storage-ready with twin USB 3.0 and eSATAFour high-gain external antennas and...","$179.99","$159.99","https://webobjects2.cdw.com/is/image/CDW/3153197?$product-main$","R7000-100PAS.jpg","null","null","null","null"
"10LKPAR6US","https://www.cdw.com/shop/products/LVO-TC-22IN-TINY-IN-ONE-MONITOR-BST/4849293.aspx?pfm=srh","LVO TC 22IN TINY-IN-ONE MONITOR (BST","Lenovo","4849293","LED monitor21.5"" (21.5"" viewable)1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:17 ms","$194.00","$169.99","https://webobjects2.cdw.com/is/image/CDW/4153216?$product-main$","10LKPAR6US.jpg","2.6 in","12.5 in","7 lbs","19.3 in"
"700759-B21","https://www.cdw.com/shop/products/HP-FLEXFABRIC-10GB-2P-533FLR-T-ADPTR/4810140.aspx?pfm=srh","HP FLEXFABRIC 10GB 2P 533FLR-T ADPTR","Hewlett Packard Enterpris","4810140","Network adapterPCIe 2.0 x810Gb Ethernet x 2for Apollo 4520 Gen9; ProLiant DL360 Gen10DL380 Gen10DL560 Gen10; StoreEasy 3850","$519.99","$274.99","https://webobjects2.cdw.com/is/image/CDW/3148424?$product-main$","700759-B21.jpg","null","null","null","null"
"VA2259-SMH","https://www.cdw.com/shop/products/VIEWSONIC-22IN-FULL-HD-IPS-LED-MON/4835066.aspx?pfm=srh","VIEWSONIC 22IN FULL HD IPS LED MON (","ViewSonic","4835066","LED monitor22"" (21.5"" viewable)1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:15 ms","$122.99","$108.99","https://webobjects2.cdw.com/is/image/CDW/4094718?$product-main$","VA2259-SMH.jpg","7.9 in","14.8 in","6.3 lbs","19.7 in"
"E10G42BTDABLK","https://www.cdw.com/shop/products/INTEL-X520-DA2-10GBE-NTWK-ADAPT-BST/4801879.aspx?pfm=srh","INTEL X520 DA2 10GBE NTWK ADAPT (BST","Intel","4801879","Network adapterPCIe 2.0 x8 low profile10Gb Ethernet x 2","$334.99","$177.99","https://webobjects2.cdw.com/is/image/CDW/3055818?$product-main$","E10G42BTDABLK.jpg","null","null","null","null"
"NP06LP","https://www.cdw.com/shop/products/NEC-REPLACE-LAMP-NP1150-2150-3150-B/4813764.aspx?pfm=srh","NEC REPLACE LAMP NP1150/2150/3150 (B","NEC","4813764","Projector lampfor NEC NP1150NP1250NP2150NP2250NP3150NP3151","$495.99","$296.99","https://webobjects2.cdw.com/is/image/CDW/579500?$product-main$","NP06LP.jpg","null","null","null","null"
"DCD100","https://www.cdw.com/shop/products/SPECTRALINK-DUAL-CHARGE-STAND-F-6020/4774790.aspx?pfm=srh","SPECTRALINK DUAL CHARGE STAND F/6020","Spectralink","4774790","Phone charging standfor Avaya 36XX; Polycom SpectraLink 8020; NetLink Wireless Telephone 80XX","$102.99","$37.99","https://webobjects2.cdw.com/is/image/CDW/1008715?$product-main$","DCD100.jpg","null","null","null","null"
