"PC43TB00000201","https://www.cdw.com/shop/products/HNY-INTRMC-PC43T-TT-PRINT-4IN-203DPI/4843035.aspx?pfm=srh","HNY INTRMC PC43T TT PRINT 4IN 203DPI","Honeywell","4843035","Label printerthermal transferRoll (4.65 in)203 dpiup to 480 inch/minUSB 2.0USB 2.0 host","$560.00","$324.99","https://webobjects2.cdw.com/is/image/CDW/4525861?$product-main$","PC43TB00000201.jpg","11.1 in","7.2 in","5.95 lbs","8.3 in"
"3000015956742","https://www.cdw.com/shop/products/Dell-57404-25G-SFP-Full-Height-Dual-Port-PCIe-Adapter/4816229.aspx?pfm=srh","Dell 57404 25G SFP Full Height Dual Port PCIe Adapter","Dell","4816229","null","Call","$315.99","https://webobjects2.cdw.com/is/image/CDW/4737756?$product-main$","3000015956742.jpg","null","null","null","null"
"IBR1150LPE-VZ","https://www.cdw.com/shop/products/CRADLEPNT-1150-RGD-ROUTER-VZW-NOWIFI/4844344.aspx?pfm=srh","CRADLEPNT 1150 RGD ROUTER VZW NOWIFI","Cradlepoint","4844344","RouterWWANWAN ports: 3 Verizon Wireless","$799.99","$557.99","https://webobjects2.cdw.com/is/image/CDW/3516060?$product-main$","IBR1150LPE-VZ.jpg","4.4 in","1.4 in","16.12 oz","5.3 in"
"MLMN2LL/A","https://www.cdw.com/shop/products/APPLE-IPAD-PRO-9.7-WI-FI-32GB-GRAY/4837764.aspx?pfm=srh","APPLE IPAD PRO 9.7 WI-FI 32GB GRAY (","Apple","4837764","Tablet32 GB9.7"" IPS (2048 x 1536)space gray","Call","$475.99","https://webobjects2.cdw.com/is/image/CDW/4059992?$product-main$","MLMN2LL/A.jpg","0.2 in","9.4 in","15.41 oz","6.7 in"
"3610/DN","https://www.cdw.com/shop/products/XEROX-PHASER-3610-1200DPI-BLK-WHTE/4823948.aspx?pfm=srh","XEROX PHASER 3610 1200DPI BLK/WHTE (","Xerox","4823948","Eligible for free lifetime service coverage with Xerox eConciergePrintermonochromeDuplexlaserLegal","$399.00","$267.99","https://webobjects2.cdw.com/is/image/CDW/3110445?$product-main$","3610/DN.jpg","16.8 in","12.4 in","28.66 lbs","15.5 in"
"IBR650NM","https://www.cdw.com/shop/products/CRADLEPNT-650-M2M-ROUTER-NOMODM-WIFI/4779736.aspx?pfm=srh","CRADLEPNT 650 M2M ROUTER NOMODM/WIFI","Cradlepoint","4779736","RouterWAN ports: 2","$299.99","$109.99","https://webobjects2.cdw.com/is/image/CDW/3213279?$product-main$","IBR650NM.jpg","3.3 in","0.9 in","7.05 oz","4 in"
"2200-46175-001","https://www.cdw.com/shop/products/POLYCOM-UNVRSL-P-S-F-VVX-48V-5PK-BS/4802309.aspx?pfm=srh","POLYCOM UNVRSL P/S F/VVX 48V 5PK (BS","Polycom","4802309","Power adapter0.4 ANorth America (pack of 5)for VVX 300310400410","$104.99","$45.99","https://webobjects2.cdw.com/is/image/CDW/3004517?$product-main$","2200-46175-001.jpg","null","null","null","null"
"INF6500EAG","https://www.cdw.com/shop/products/INFOCUS-JTOUCH-65IN-K-12-ONLY-BSTK/4788395.aspx?pfm=srh","INFOCUS JTOUCH 65IN K-12 ONLY (BSTK)","InFocus","4788395","65"" ClassJTOUCH-Series LED displayinteractive communicationwith touchscreen1080p (Full HD) 1920 x 1080direct-lit LED","$2,199.00","$1,026.99","https://webobjects2.cdw.com/is/image/CDW/4242770?$product-main$","INF6500EAG.jpg","3.3 in","38.3 in","110.23 lbs","59.9 in"
"816883-B21-TUDOR","https://www.cdw.com/shop/products/HP-CTO-ONLY-120GB-6G-SATA-RI-3-SSD/4750961.aspx?pfm=srh","HP CTO ONLY 120GB 6G SATA RI-3 SSD (","Hewlett Packard Enterpris","4750961","Solid state drive120 GBhot-swap3.5"" LFFSATA 6Gb/swith HP SmartDrive Converter","$263.99","$72.99","https://webobjects2.cdw.com/is/image/CDW/4282169?$product-main$","816883-B21-TUDOR.jpg","null","0.6 in","null","null"
"M9L66A#B1H","https://www.cdw.com/shop/products/HP-OFFICEJET-PRO-8710-AIO-PRINTER-B/4803134.aspx?pfm=srh","HP OFFICEJET PRO 8710 AIO PRINTER (B","HP Inc","4803134","Multifunction printercolorink-jetLegal (8.5 in x 14 in) (original)A4/Legal (media)up to 30 ppm (copying)up to 35 ppm (printing)","$129.99","$64.99","https://webobjects2.cdw.com/is/image/CDW/4075128?$product-main$","M9L66A#B1H.jpg","8-bit","13.4 in","60 g/m²","19.7 in"
