"4X70K09921","https://www.cdw.com/shop/products/LVO-8GB-DDR4-2133MHZ-NON-ECC-UDIMM/4846263.aspx?pfm=srh","LVO 8GB DDR4 2133MHZ NON-ECC UDIMM (","Lenovo","4846263","DDR48 GBDIMM 288-pin2133 MHz / PC4-170001.2 Vunbufferednon-ECC","$118.99","$101.99","https://webobjects2.cdw.com/is/image/CDW/3912766?$product-main$","4X70K09921.jpg","null","1.19","null","null"
"KOV-VM4RB","https://www.cdw.com/shop/products/EVOLUENT-ERGONOMIC-MOUSE-BT-BSTK/4781694.aspx?pfm=srh","EVOLUENT ERGONOMIC MOUSE BT (BSTK)","KeyOvation","4781694","Mouseoptical6 buttonswirelessBluetoothwhite","$129.99","$54.99","https://webobjects2.cdw.com/is/image/CDW/3625123?$product-main$","KOV-VM4RB.jpg","4.4 in","3 in","5.89 oz","3.1 in"
"820792-B21","https://www.cdw.com/shop/products/HP-900W-AC-240VDC-RPS-KIT-BSTK/4849216.aspx?pfm=srh","HP 900W AC 240VDC RPS KIT (BSTK)","Hewlett Packard Enterpris","4849216","Power supplyredundant (plug-in module)80 PLUS GoldAC 110-240 V900 Watt","$449.99","$358.99","https://webobjects2.cdw.com/is/image/CDW/3971362?$product-main$","820792-B21.jpg","null","null","null","null"
"MM2L2AM/A","https://www.cdw.com/shop/products/APPLE-IPAD-PRO-9.7-SMART-KEYBOARD-B/4798712.aspx?pfm=srh","APPLE IPAD PRO 9.7 SMART KEYBOARD (B","Apple","4798712","Keyboard and folio caseApple Smart connectorfor 9.7-inch iPad Pro","$172.99","$88.99","https://webobjects2.cdw.com/is/image/CDW/4059953?$product-main$","MM2L2AM/A.jpg","null","null","null","null"
"MM2L2AM/A","https://www.cdw.com/shop/products/APPLE-IPAD-PRO-9.7-SMART-KEYBOARD-B/4828584.aspx?pfm=srh","APPLE IPAD PRO 9.7 SMART KEYBOARD (B","Apple","4828584","Keyboard and folio caseApple Smart connectorfor 9.7-inch iPad Pro","$172.99","$109.99","https://webobjects2.cdw.com/is/image/CDW/4059953?$product-main$","MM2L2AM/A.jpg","null","null","null","null"
"4X70J67436","https://www.cdw.com/shop/products/LVO-16GB-DDR4-2133MHZ-SODIMM-MEM-BS/4838330.aspx?pfm=srh","LVO 16GB DDR4 2133MHZ SODIMM MEM (BS","Lenovo","4838330","DDR416 GBSO-DIMM 260-pin2133 MHz / PC4-170001.2 Vunbufferednon-ECC","$187.99","$157.99","https://webobjects2.cdw.com/is/image/CDW/3895600?$product-main$","4X70J67436.jpg","null","1.19","null","null"
"QK639UT","https://www.cdw.com/shop/products/HP-SB-EXTENDED-LIFE-BATTERY-ST09-B/4796021.aspx?pfm=srh","HP SB EXTENDED LIFE BATTERY (ST09 (B","HP Inc","4796021","Notebook battery (extended life)1 x lithium polymer 9-cell 6600 mAhfor EliteBook 84XX85XX87XX; ProBook 64XX65XX; ZBook 1517","$55.99","$25.99","https://webobjects2.cdw.com/is/image/CDW/2391657?$product-main$","QK639UT.jpg","12 in","1.2 in","1.21 lbs","6.1 in"
"40G0853","https://www.cdw.com/shop/products/LEXMARK-HIGH-CAPACITY-OUTPUT-EXPAND/4803752.aspx?pfm=srh","LEXMARK HIGH CAPACITY OUTPUT EXPAND","Lexmark","4803752","Media output expanderfor Lexmark M5155M5163M5170MS710MS711MS810","$492.99","$243.99","https://webobjects2.cdw.com/is/image/CDW/2868853?$product-main$","40G0853.jpg","13.2 in","12.2 in","9.48 lbs","16.6 in"
"B3M75A","https://www.cdw.com/shop/products/HP-LJ-2X500-1X500-HCI-STAND-BSTK/4848165.aspx?pfm=srh","HP LJ 2X500/1X500 HCI STAND (BSTK)","HP Inc","4848165","Printer base with media feeder1500 sheets in 3 tray(s)for LaserJet Enterprise MFP M630; LaserJet Enterprise Flow MFP M630","Call","$1,163.99","https://webobjects2.cdw.com/is/image/CDW/3470459?$product-main$","B3M75A.jpg","null","null","null","null"
"AP7753","https://www.cdw.com/shop/products/APC-RACK-ATS-120V-30A-L5-30-IN-BSTK/4836954.aspx?pfm=srh","APC RACK ATS 120V 30A L5-30 IN (BSTK","APC","4836954","Redundant switch (rack-mountable)AC 120 VEthernetRS-232output connectors: 162Ublack","Call","$819.99","https://webobjects2.cdw.com/is/image/CDW/1895449?$product-main$","AP7753.jpg","9.3 in","3.5 in","13.89 lbs","17 in"
