"581311-001","https://www.cdw.com/shop/products/H-P-NEW-600GB-2.5in-SAS-6G-10K-HDD-B/4831371.aspx?pfm=srh","H-P-NEW-600GB 2.5"" SAS 6G 10K HDD (B","Retail Service Parts","4831371","Hard drive600 GBSAS 6Gb/s10000 rpm","$365.99","$243.99","https://webobjects2.cdw.com/is/image/CDW/2463005?$product-main$","581311-001.jpg","null","null","null","null"
"NX.VG0AA.001","https://www.cdw.com/shop/products/ACER-STF-TMB118-N3450-64GB-4GB-W10P/4858929.aspx?pfm=srh","ACER STF TMB118 N3450 64GB 4GB W10P","Acer","4858929","Celeron N3450 / 1.1 GHzWin 10 Pro 64-bit4 GB RAM64 GB eMMC11.6"" touchscreen 1920 x 1080 (Full HD)HD Graphics 500Wi-Fi","$299.99","$277.99","https://webobjects2.cdw.com/is/image/CDW/4534832?$product-main$","NX.VG0AA.001.jpg","8.3 in","0.9 in","3.37 lbs","11.5 in"
"ST10000NE0004","https://www.cdw.com/shop/products/SEAGATE-IRONWOLF-10TB-7.2K-SATA-3.5/4858008.aspx?pfm=srh","SEAGATE IRONWOLF 10TB 7.2K SATA 3.5","Seagate","4858008","Hard drive10 TBinternal3.5""SATA 6Gb/s7200 rpmbuffer: 256 MB","$449.99","$359.99","https://webobjects2.cdw.com/is/image/CDW/4369472?$product-main$","ST10000NE0004.jpg","5.8 in","1 in","22.93 oz","4 in"
"RAMEC2133DDR4-16G","https://www.cdw.com/shop/products/SYNOLOGY-DDR-ECC-UDUM-16GB-1X16GB/4858097.aspx?pfm=srh","SYNOLOGY DDR ECC UDUM 16GB 1X16GB (","Synology","4858097","DDR416 GBDIMM 288-pin2133 MHz / PC4-17000CL151.2 Vunbuffered","$213.99","$169.99","https://webobjects2.cdw.com/is/image/CDW/4297688?$product-main$","RAMEC2133DDR4-16G.jpg","null","null","null","null"
"312-1165-TM","https://www.cdw.com/shop/products/TMT-BATTERY-DELL-E5520-E6420-E6520/4858784.aspx?pfm=srh","TMT BATTERY DELL E5520 E6420 E6520 (","Total Micro Technologies","4858784","This high quality Li-Ion battery pack provides 8700mAh and 11.1 volts of power and is made specifically for the Dell Latitude E5420E5520E6420E6520 series of portable computers. 9-Cell8700mAh","$118.99","$96.99","https://webobjects2.cdw.com/is/image/CDW/2524719?$product-main$","312-1165-TM.jpg","null","null","null","null"
"2200-15600-001","https://www.cdw.com/shop/products/POLYCOM-SOUNDSTATION-IP6000-SIP-POE/4858781.aspx?pfm=srh","POLYCOM SOUNDSTATION IP6000 SIP POE","Polycom","4858781","Conference VoIP phoneSIP","$567.00","$513.99","https://webobjects2.cdw.com/is/image/CDW/1454476?$product-main$","2200-15600-001.jpg","14.5 in","2.5 in","1.8 lbs","12.2 in"
"20JM0009US","https://www.cdw.com/shop/products/LVO-TP-T470-I5-6300U-256GB-8GB-W710P/4858703.aspx?pfm=srh","LVO TP T470 I5-6300U 256GB 8GB W710P","Lenovo","4858703","Core i5 6300U / 2.4 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)8 GB RAM256 GB SSD TCG Opal Encryption 2NVMe14"" IPS 1920 x 1080 (Full HD)","$1,364.99","$1,147.99","https://webobjects2.cdw.com/is/image/CDW/4512976?$product-main$","20JM0009US.jpg","9.2 in","0.8 in","3.64 lbs","13.3 in"
"20HH0012US","https://www.cdw.com/shop/products/LVO-TP-P51-I7-7820HQ-1TB-8GB-W10P-B/4858940.aspx?pfm=srh","LVO TP P51 I7-7820HQ 1TB 8GB W10P (B","Lenovo","4858940","Core i7 7820HQ / 2.9 GHzWin 10 Pro 64-bit8 GB RAM1 TB SSD TCG Opal Encryption 2NVMe15.6"" IPS 1920 x 1080 (Full HD)Quadro M1200M / HD Graphics 630","$2,141.99","$1,799.99","https://webobjects2.cdw.com/is/image/CDW/4583507?$product-main$","20HH0012US.jpg","9.9 in","1.2 in","5.89 lbs","14.9 in"
"4X50L08495","https://www.cdw.com/shop/products/LVO-PRODUCTIVITY-MODULE-F-TP-X1-BST/4858298.aspx?pfm=srh","LVO PRODUCTIVITY MODULE F/TP X1 (BST","Lenovo","4858298","Port replicatorfor ThinkPad X1 Tablet","$145.99","$129.00","https://webobjects2.cdw.com/is/image/CDW/4007103?$product-main$","4X50L08495.jpg","2 in","0.9 in","9.17 oz","11.4 in"
"PE244873","https://www.cdw.com/shop/products/EDGE-8GB-DDR4-2133-DDR4-RDIMM-1RX4/4858311.aspx?pfm=srh","EDGE 8GB DDR4-2133 DDR4 RDIMM 1RX4 (","EDGE Tech","4858311","DDR48 GBDIMM 288-pin2133 MHz / PC4-170001.2 VregisteredECC","$129.99","$98.99","https://webobjects2.cdw.com/is/image/CDW/3556795?$product-main$","PE244873.jpg","null","null","null","null"
"80XF00AVUS","https://www.cdw.com/shop/products/LVO-MIIX-320-Z8350-128GB-4GB-W10P/4858586.aspx?pfm=srh","LVO MIIX 320 Z8350 128GB 4GB W10P (","Lenovo","4858586","Tabletwith keyboard dockAtom x5 Z8350 / 1.44 GHzWin 10 Pro 64-bit4 GB RAM128 GB eMMC10.1"" touchscreen 1280 x 800 (HD)","$297.99","$272.99","https://webobjects2.cdw.com/is/image/CDW/4606843?$product-main$","80XF00AVUS.jpg","7.2 in","0.3 in","2.2 lbs","9.8 in"
