"Y7B04UT#ABA","https://www.cdw.com/shop/products/HP-SB-800-G2-I5-6500-256GB-8GB-W710/4829662.aspx?pfm=srh","HP SB 800 G2 I5-6500 256GB 8GB W710","HP Inc","4829662","All-in-one1 x Core i5 6500 / 3.2 GHzRAM 8 GBSSD 256 GBDVD SuperMultiHD Graphics 530GigE","Call","$813.99","https://webobjects2.cdw.com/is/image/CDW/4276846?$product-main$","Y7B04UT#ABA.jpg","8.3 in","21.6 in","25.33 lbs","22.3 in"
"20EN001CUS","https://www.cdw.com/shop/products/LVO-TP-P50-I7-6820HQ-512GB-16GB-W7P/4785432.aspx?pfm=srh","LVO TP P50 I7-6820HQ 512GB 16GB W7P","Lenovo","4785432","Core i7 6820HQ / 2.7 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)16 GB RAM512 GB SSD NVMe15.6"" IPS 1920 x 1080 (Full HD)Quadro M2000M / HD Graphics 530","$2,263.99","$1,237.99","https://webobjects2.cdw.com/is/image/CDW/3904792?$product-main$","20EN001CUS.jpg","9.9 in","1.2 in","5.89 lbs","14.9 in"
"10NY000WUS","https://www.cdw.com/shop/products/LVO-TC-M810Z-I7-6700-256GB-8GB-W7P/4855056.aspx?pfm=srh","LVO TC M810Z I7-6700 256GB 8GB W7P (","Lenovo","4855056","All-in-onewith UltraFlex II Stand1 x Core i7 6700 / 3.4 GHzRAM 8 GBSSD 256 GBNVMeDVD-Writer","$1,225.99","$1,039.99","https://webobjects2.cdw.com/is/image/CDW/4606721?$product-main$","10NY000WUS.jpg","10 in","19.3 in","18.3 lbs","21.1 in"
"J8CGM","https://www.cdw.com/shop/products/DELL-OPTI-7040-I5-6500T-256GB-8G-W10/4829942.aspx?pfm=srh","DELL OPTI 7040 I5-6500T 256GB 8G W10","Dell","4829942","Micro1 x Core i5 6500T / 2.5 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","Call","$599.99","https://webobjects2.cdw.com/is/image/CDW/4095930?$product-main$","J8CGM.jpg","1.4 in","7.2 in","3.11 lbs","7 in"
"CHROMEBOX-M004U","https://www.cdw.com/shop/products/ASUS-CHROMEBOX-M004U-16GB-2GB-BSTK/4848039.aspx?pfm=srh","ASUS CHROMEBOX-M004U 16GB 2GB (BSTK)","Asus","4848039","USFFIntel Celeron 2955U 1.4 GHz Dual-core Processor1600 MHz 2 GB DDR3 SDRAM16 GB SSDIntel HD GraphicsChrome OSGigE","$163.99","$143.99","https://webobjects2.cdw.com/is/image/CDW/3290597?$product-main$","CHROMEBOX-M004U.jpg","4.9 in","1.6 in","21.16 oz","4.9 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4831666.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4831666","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"V9G23EP#ABA","https://www.cdw.com/shop/products/HP-600-G2-G4400T-500GB-4GB-BSTK/4830532.aspx?pfm=srh","HP 600 G2 G4400T 500GB 4GB (BSTK)","HP Inc","4830532","SFF1 x Pentium G4400 / 3.3 GHzRAM 4 GBHDD 500 GBDVDHD Graphics 510GigE","Call","$352.99","https://webobjects2.cdw.com/is/image/CDW/4104133?$product-main$","V9G23EP#ABA.jpg","14.9 in","3.9 in","16.75 lbs","13.3 in"
"20HQS0VP00-MC00012211","https://www.cdw.com/shop/products/NoteBook-TP-X1-C5-8G-256-W10P/4833090.aspx?pfm=srh","NoteBook TP X1 C5 8G 256 W10P","Lenovo","4833090","null","$2,688.99","$1,163.99","https://webobjects2.cdw.com/is/image/CDW/4570714?$product-main$","20HQS0VP00-MC00012211.jpg","null","null","null","null"
"J8CGM","https://www.cdw.com/shop/products/DELL-OPTI-7040-I5-6500T-256GB-8G-W10/4828664.aspx?pfm=srh","DELL OPTI 7040 I5-6500T 256GB 8G W10","Dell","4828664","Micro1 x Core i5 6500T / 2.5 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","Call","$599.99","https://webobjects2.cdw.com/is/image/CDW/4095930?$product-main$","J8CGM.jpg","1.4 in","7.2 in","3.11 lbs","7 in"
"L9K17UT#ABA","https://www.cdw.com/shop/products/HP-SB-Z240-E3-1240-256GB-16GB-W10P/4817355.aspx?pfm=srh","HP SB Z240 E3-1240 256GB 16GB W10P (","HP Inc","4817355","SFF1 x Xeon E3-1240V5 / 3.5 GHzRAM 16 GBSSD 256 GBHP Z Turbo Drive G2HDD 1 TBDVD SuperMulti","$1,676.99","$1,109.99","https://webobjects2.cdw.com/is/image/CDW/3957980?$product-main$","L9K17UT#ABA.jpg","15 in","3.9 in","12.57 lbs","13.3 in"
"NX.EF3AA.003","https://www.cdw.com/shop/products/ACER-C910-15-3205U-16GB-4GB-CHROME/4853608.aspx?pfm=srh","ACER C910 15 3205U 16GB 4GB CHROME (","Acer","4853608","Celeron 3205U / 1.5 GHzChrome OS4 GB RAM16 GB SSD15.6"" 1366 x 768 (HD)HD GraphicsWi-Fi","Call","$215.99","https://webobjects2.cdw.com/is/image/CDW/3601020?$product-main$","NX.EF3AA.003.jpg","10.1 in","1 in","4.85 lbs","15.5 in"
"Z0RF-2102735577","https://www.cdw.com/shop/products/APPLE-MBP-15IN-RET-2.5-512GB-16GB-B/4852386.aspx?pfm=srh","APPLE MBP 15IN RET 2.5 512GB 16GB (B","Apple","4852386","null","$2,394.99","$2,131.99","https://webobjects2.cdw.com/is/image/CDW/4639089?$product-main$","Z0RF-2102735577.jpg","null","null","null","null"
"J8CGM","https://www.cdw.com/shop/products/DELL-OPTI-7040-I5-6500T-256GB-8G-W10/4828993.aspx?pfm=srh","DELL OPTI 7040 I5-6500T 256GB 8G W10","Dell","4828993","Micro1 x Core i5 6500T / 2.5 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","Call","$599.99","https://webobjects2.cdw.com/is/image/CDW/4095930?$product-main$","J8CGM.jpg","1.4 in","7.2 in","3.11 lbs","7 in"
"20JM000BUS","https://www.cdw.com/shop/products/LVO-TP-T470-I7-6500U-256GB-8GB-W10D/4843909.aspx?pfm=srh","LVO TP T470 I7-6500U 256GB 8GB W10D","Lenovo","4843909","Core i7 6500U / 2.5 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)8 GB RAM256 GB SSD TCG Opal Encryption 2NVMe14"" IPS 1920 x 1080 (Full HD)","$1,513.99","$1,272.99","https://webobjects2.cdw.com/is/image/CDW/4559083?$product-main$","20JM000BUS.jpg","9.2 in","0.8 in","3.64 lbs","13.3 in"
"Z0R8-2102812597","https://www.cdw.com/shop/products/Mac-mini/4807221.aspx?pfm=srh","Mac mini","Apple","4807221","null","$1,489.99","$1,071.99","https://webobjects2.cdw.com/is/image/CDW/4718140?$product-main$","Z0R8-2102812597.jpg","null","null","null","null"
"3000015748417","https://www.cdw.com/shop/products/DELL-CTO-7450-I5-7500-500-16-W10P-B/4814047.aspx?pfm=srh","DELL CTO 7450 I5-7500 500/16 W10P (B","Dell","4814047","null","Call","$803.99","https://webobjects2.cdw.com/is/image/CDW/4726355?$product-main$","3000015748417.jpg","null","null","null","null"
"3000012163706","https://www.cdw.com/shop/products/Dell-Latitude-5480/4791333.aspx?pfm=srh","Dell Latitude 5480","Dell","4791333","null","$1,153.99","$437.99","https://webobjects2.cdw.com/is/image/CDW/4457394?$product-main$","3000012163706.jpg","null","null","null","null"
"80US0000US","https://www.cdw.com/shop/products/LVO-N42-N3060-16GB-4GB-CHROME-BSTK/4812785.aspx?pfm=srh","LVO N42 N3060 16GB 4GB CHROME (BSTK)","Lenovo","4812785","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC14"" 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$165.99","https://webobjects2.cdw.com/is/image/CDW/4121400?$product-main$","80US0000US.jpg","9.1 in","0.9 in","3.31 lbs","13.1 in"
"3000013629622","https://www.cdw.com/shop/products/DELL-CTO-3120-BAYTRAIL-M-4GB-CHR-BS/4825302.aspx?pfm=srh","DELL CTO 3120 BAYTRAIL-M 4GB CHR (BS","Dell","4825302","null","Call","$332.99","https://webobjects2.cdw.com/is/image/CDW/4626074?$product-main$","3000013629622.jpg","null","null","null","null"
"20ER002LUS","https://www.cdw.com/shop/products/LVO-TP-P70-I7-6820HQ-256GB-16GB-W7P/4849541.aspx?pfm=srh","LVO TP P70 I7-6820HQ 256GB 16GB W7P","Lenovo","4849541","Core i7 6820HQ / 2.7 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)16 GB RAM256 GB SSD TCG Opal EncryptionDVD-Writer17.3"" IPS 1920 x 1080 (Full HD)","$2,329.99","$1,959.99","https://webobjects2.cdw.com/is/image/CDW/3890979?$product-main$","20ER002LUS.jpg","10.8 in","1.3 in","7.28 lbs","16.4 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4816809.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4816809","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"20EN0017US","https://www.cdw.com/shop/products/LVO-TP-P50-I7-6820HQ-1TB-8GB-W7P-BS/4816028.aspx?pfm=srh","LVO TP P50 I7-6820HQ 1TB 8GB W7P (BS","Lenovo","4816028","Core i7 6820HQ / 2.7 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)8 GB RAM1 TB HDD15.6"" IPS 1920 x 1080 (Full HD)Quadro M1000M / HD Graphics 530","$1,844.99","$1,296.99","https://webobjects2.cdw.com/is/image/CDW/3904813?$product-main$","20EN0017US.jpg","9.9 in","1.2 in","5.89 lbs","14.9 in"
"10M7000SUS","https://www.cdw.com/shop/products/LVP-M710S-I5-7400-1TB-8GB-W10P-BSTK/4854299.aspx?pfm=srh","LVP M710S I5-7400 1TB 8GB W10P (BSTK","Lenovo","4854299","SFF1 x Core i5 7400 / 3 GHzRAM 8 GBHDD 1 TBDVD-WriterHD Graphics 630GigE","$692.99","$594.99","https://webobjects2.cdw.com/is/image/CDW/4614356?$product-main$","10M7000SUS.jpg","11.4 in","13.5 in","13.23 lbs","3.6 in"
"VNPVR","https://www.cdw.com/shop/products/DELL-CHROME-3380-C3855-32GB-4GB-BST/4799909.aspx?pfm=srh","DELL CHROME 3380 C3855 32GB 4GB (BST","Dell","4799909","Celeron 3855U / 1.6 GHzChrome OS4 GB RAM32 GB SSD13.3"" 1366 x 768 (HD)HD Graphics 510Wi-Fi","$319.99","$201.99","https://webobjects2.cdw.com/is/image/CDW/4490342?$product-main$","VNPVR.jpg","9.1 in","0.9 in","3.55 lbs","13.1 in"
